X1,X2,X3,X4,X5,Target
54.96714153011233,32.12551734139125,0,0.5991016330776804,0,1
48.61735698828815,10.301919444220609,0,-1.2321580247480433,3,0
56.47688538100692,7.180754544546919,1,0.1116108572446605,3,0
65.23029856408026,9.427597789893605,1,-0.928763000450845,2,1
47.658466252766644,58.28693611920428,0,-1.3889405190630546,3,0
47.6586304305082,5.166217582898969,0,0.41095333070803153,0,1
65.79212815507391,33.69268749640384,0,1.1581495556595445,2,1
57.67434729152909,75.31997019142294,0,-0.38336882422806395,0,1
45.30525614065048,29.43481665153781,0,-0.21201289233454176,3,1
55.42560043585965,76.33080771801298,0,-1.1381506450830399,3,0
45.365823071875376,74.54670382070553,0,0.00721714608789781,4,1
45.34270246429743,24.582713263321633,1,0.7600761123884141,1,0
52.41962271566034,72.88221800927455,1,0.791527736727773,1,1
30.86719755342202,74.77766382721008,0,0.5451761756309323,2,0
32.75082167486967,39.745392566702684,1,-0.6184311671945354,0,1
44.37712470759027,21.042048374151822,0,-0.6501290434271516,1,0
39.87168879665576,52.12708068918691,0,0.7954044732409332,2,0
53.142473325952736,92.13975880001964,1,0.8119989322167313,3,1
40.91975924478789,63.9616732432062,0,-0.1719949854318929,1,0
35.87696298664709,17.29224976272612,0,-0.4261719075656856,0,1
64.65648768921554,68.275692473352,0,1.1672470934456998,4,0
47.74223699513465,42.720302728183455,0,-0.3599486648132468,4,0
50.67528204687924,59.1528797355373,1,0.7459322245237815,1,1
35.75251813786544,73.4064035023108,1,-0.13684317485809858,4,0
44.556172754748175,51.49473515144448,1,-1.047532781037,2,1
51.10922589709866,81.39839745733086,1,1.6123121400237026,0,0
38.490064225776976,72.21555793166277,1,0.12006389573147619,3,1
53.75698018345672,61.50733400185106,1,-0.7107439798880834,0,1
43.99361310081195,15.079281583235149,0,-1.390805667775204,3,1
47.083062502067236,83.59491109115683,1,-1.2900007982368336,4,0
43.98293387770603,93.5905585319816,0,-0.37291140409460116,2,0
68.52278184508938,13.696512380929482,1,1.9251288835335925,3,1
49.86502775262066,48.82411294334305,0,-0.5846618786742426,4,0
39.422890710440996,25.88887419705045,1,1.4474548323462046,3,1
58.225449121031886,75.45233074255646,1,-0.13076366860308403,1,1
37.791563500289776,72.16296360047,1,-1.1811503911016823,0,1
52.08863595004755,14.088512057039871,1,-0.47321118845039606,2,0
30.403298761202244,87.70272712616372,0,-1.280987923737443,4,0
36.71813951101569,18.097306397800228,0,-0.8559684519638542,2,0
51.96861235869123,79.72590256481075,0,-0.8857480618759175,0,1
57.38466579995411,45.69803596280049,0,-1.9038038674812663,3,0
51.7136828118997,32.82722935581512,0,1.5127960688147262,3,1
48.843517176117594,15.823926267421351,0,0.21101703022228158,2,0
46.98896304410711,16.76142561466294,0,-0.6862784056181018,3,1
35.214780096325725,66.18905547009003,1,0.22175774643338916,3,1
42.801557916052914,55.043038794712054,1,-0.8354803936420617,3,1
45.393612290402125,12.208542165123271,0,-2.6710619653697556,1,0
60.57122226218915,11.26978604383252,0,2.9566916332265496,4,1
53.43618289568462,7.231057477279146,0,0.18959987667705955,4,1
32.36959844637266,74.37673473735441,0,-0.5890130393147649,0,0
53.24083969394795,71.18820852292892,0,-1.9339148116774332,3,0
46.149177195836835,5.843099085457515,0,-1.49414979514256,2,0
43.23077999694041,56.027007559697296,0,1.6544919295549054,3,1
56.11676288840868,8.46761552426899,0,1.5019385487984669,0,1
60.30999522495951,90.37457706089417,0,0.7532150359989478,3,0
59.31280119116199,90.71174191801325,0,-1.1150770384098139,1,1
41.607824767773614,69.823298981313,1,1.5099739879770104,0,1
46.907876241487855,92.618892143945,1,0.44978261794435254,4,0
53.31263431403564,81.14530304136906,0,0.6549244483515344,4,0
59.75545127122359,82.85385759270494,0,0.4461709444432463,1,1
45.2082576215471,56.97078505699332,0,-1.5069871846261038,4,0
48.14341023336183,30.60591982161759,0,-1.1981609507468876,1,1
38.93665025993972,21.779911511642158,0,-0.5102181664083618,4,0
38.037933759193294,32.72000220389292,0,0.6436397075331132,4,1
58.125258223941984,62.8495430089062,0,-1.3804320822431462,3,1
63.56240028570823,17.265653583239892,0,-0.17534641494419065,0,1
49.27989878419666,25.864023663732162,1,-0.17660951016305085,4,1
60.03532897892024,46.80608627954644,0,0.7927396893275777,0,1
53.61636025047634,23.305009852461556,0,0.6746715356076624,0,1
43.54880245394876,58.86436697160617,0,-1.010225929052133,4,0
53.61395605508414,92.31760284563299,0,1.4466861694873017,0,1
65.38036566465969,74.80893657031264,1,-1.16323982875029,1,1
49.64173960890049,66.64266141489131,0,1.09223944190075,2,1
65.64643655814007,58.27214759837788,0,-0.5501448983483982,1,1
23.802548959102555,48.79479092570649,0,0.16392595343337207,4,1
58.21902504375224,18.656385963465972,0,0.22598746010430507,1,1
50.870470682381715,89.47104554268655,0,0.1977074407087954,2,0
47.009926495341325,24.853600201283633,0,0.6744991984345704,1,1
50.91760776535502,9.130887757816076,1,0.39145949793353263,0,1
30.124310853991073,75.00151792286952,0,0.7836491298705383,4,0
47.80328112162488,17.56155343311664,0,0.46461996034513564,0,1
53.57112571511746,37.189599954117604,0,-1.2644552589258438,0,0
64.77894044741517,2.8284928290979727,1,0.26979907455798763,4,1
44.81729781726352,13.706794254044807,1,-0.5638699025053332,4,1
41.91506397106812,17.320363075991207,1,-1.1092624779072835,3,0
44.982429564154636,5.441012775017795,1,-0.28983989267729987,2,1
59.15402117702074,65.66569566228452,1,0.1832355990350907,0,1
53.287511096596845,83.70077958031172,0,0.24967502798778463,0,1
44.70239796232961,37.3315406365941,1,1.056024745140268,4,1
55.13267433113356,87.45764767182007,1,1.3073091189715773,4,0
50.9707754934804,21.33465745601265,0,0.3362808307573559,1,1
59.68644990532889,32.53904235612395,0,0.5171063770094092,0,1
42.979469061226474,15.07369930311684,1,0.09530903317565519,0,1
46.723378534022316,62.05591954189986,1,0.7672254636495847,4,0
46.078918468678424,41.986959087030684,1,0.4869881388370644,0,1
35.364850518678814,61.32833468418987,1,-0.05448809385780392,2,1
52.96120277064576,76.16749053941835,1,2.1519825670043002,3,0
52.610552721798896,54.570301603294844,0,-0.5461833634418188,4,1
50.05113456642461,62.76303549017879,0,1.4544569567083374,4,1
47.65412866624853,93.52503143943329,0,-1.3542929263269372,0,0
35.84629257949586,29.90643096088431,0,0.813616536451455,3,1
45.79354677234641,35.916393863395314,0,1.4365683517268375,3,0
46.572854834732304,71.77033617093369,0,-1.9072190710079198,4,0
41.97722730778381,61.13055170553867,0,0.13895057305509406,4,0
48.387142883339905,17.853290453971482,1,0.7154140412440437,4,1
54.040508568145384,37.614731001049016,0,0.2519636041280662,2,1
68.8618590121053,46.783801312471496,1,0.37815593560696337,0,1
51.74577812831839,41.93898379683893,1,0.13622316237666343,2,1
52.57550390722764,17.827480832204078,0,-1.094247826361592,4,0
49.25554084233833,92.44300917842622,0,2.368045592155442,3,1
30.812287847009586,76.23187616939758,1,-0.5035378633157992,0,1
49.73486124550783,48.13558321078523,1,0.43416123877890517,0,1
50.60230209941027,68.00610283068366,0,-0.6468396770854272,4,0
74.63242112485287,89.72826721355219,0,-2.2758631900206985,4,0
48.076390352188774,13.61741423615712,0,-0.9245128737489688,4,0
53.015473423336125,25.03730507069777,0,-1.447606692275138,4,0
49.65288230294757,54.2701247256645,0,1.0915675392244895,4,1
38.31321962380468,79.90103713523587,0,-0.606868016044455,4,0
61.42822814515021,3.625489544152738,0,-0.514091339179963,0,1
57.519330326867745,98.40181501963605,1,-1.0643307126037362,2,1
57.910319470430466,45.49066028823972,0,0.09403539871510253,3,1
40.906125452052606,35.9231140621723,1,-0.7164585163612808,4,1
64.02794310936099,29.272443783977188,1,0.9923547312467885,3,1
35.98148937207719,17.435670765087163,1,0.30203932308916087,0,1
